index, species, control,cpd43,LPS,TLR,PI3K_macrophage,Akt_macrophage,FPR1,FPR2,Ca_macrophage,CALM,PPP3CA,NFAT_macrophage,cAMP_macrophage,Ras_macrophage,MEKK1_macrophage,ERK_macrophage,Hsp27,AP1_macrophage,CCL2,p38_macrophage,NFKB_macrophage,IL10mRNA,IL1mRNA,IL6mRNA,TNFamRNA,IL1_macrophage,IL1_extracellular,IL6_macrophage,IL6_extracellular,TNFa_macrophage,TNFa_extracellular,IL10
NFAT_macrophage,5.6561226676083885e-05,,2.447181274494561e-10,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,9.59994983575955e-06,9.59994983575955e-06,1.0205485931828221e-07,6.202239162530074e-07,2.251749280719752e-06,5.65612266760839e-06,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05
cAMP_macrophage,0.022540178952020054,,0.00024833538141817913,0.022540178952020054,0.022540178952020054,0.022540178952020054,0.022540178952020054,0.0008981896208798434,0.022540178952020054,0.022540178952020054,0.022540178952020054,0.022540178952020054,0.022540178952020054,0.002254017895202006,0.022540178952020054,0.022540178952020054,0.022540178952020054,0.022540178952020054,0.022540178952020054,0.022540178952020054,0.022540178952020054,0.022540178952020054,0.022540178952020054,0.022540178952020054,0.022540178952020054,0.022540178952020054,0.022540178952020054,0.022540178952020054,0.022540178952020054,0.022540178952020054,0.022540178952020054,0.022540178952020054,0.022540178952020054
Ras_macrophage,0.04455964491611472,,0.0004966075488859596,0.04455964491611472,0.04455964491611472,0.04455964491611472,0.04455964491611472,0.02341761868625015,0.02341761868625015,0.04455964491611472,0.04455964491611472,0.04455964491611472,0.04455964491611472,0.04455964491611472,0.00445596449161147,0.04455964491611472,0.04455964491611472,0.04455964491611472,0.04455964491611472,0.04455964491611472,0.04455964491611472,0.04455964491611472,0.04455964491611472,0.04455964491611472,0.04455964491611472,0.04455964491611472,0.04455964491611472,0.04455964491611472,0.04455964491611472,0.04455964491611472,0.04455964491611472,0.044559644916114714,0.04455964491611471
MEKK1_macrophage,0.010668286521906857,,1.963936099180797e-05,0.010668286521906857,0.010668286521906857,0.010668286521906857,0.010668286521906857,0.0043280855412393855,0.0043280855412393855,0.010668286521906857,0.010668286521906857,0.010668286521906857,0.010668286521906857,0.010668286521906857,0.00042490763863833186,0.001066828652190686,0.010668286521906857,0.010668286521906857,0.010668286521906857,0.010668286521906857,0.010668286521906857,0.010668286521906857,0.010668286521906857,0.010668286521906857,0.010668286521906857,0.010668286521906857,0.010668286521906857,0.010668286521906857,0.010668286521906857,0.010668286521906857,0.010668286521906857,0.010668286521906857,0.010668286521906857
ERK_macrophage,0.0012825558771893853,,1.8959416293921512e-07,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.00036194884409916633,0.00036194884409916633,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,1.4071450180540958e-05,5.106244374230866e-05,0.00012825558771893854,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853
Hsp27,5.6561226676083885e-05,,2.447181274494561e-10,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,9.59994983575955e-06,9.59994983575955e-06,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,1.0205485931828221e-07,6.202239162530074e-07,5.6561226676083885e-05,5.65612266760839e-06,5.6561226676083885e-05,5.6561226676083885e-05,2.251749280719752e-06,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05
AP1_macrophage,5.6561226676083885e-05,,2.447181274494561e-10,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,9.59994983575955e-06,9.59994983575955e-06,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,1.0205485931828221e-07,6.202239162530074e-07,2.251749280719752e-06,5.6561226676083885e-05,5.65612266760839e-06,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05,5.6561226676083885e-05
CCL2,5.90195054135429e-07,,1.8195833707478332e-14,5.90195054135429e-07,5.90195054135429e-07,5.90195054135429e-07,5.90195054135429e-07,4.9148580228084616e-08,4.9148580228084616e-08,5.90195054135429e-07,5.90195054135429e-07,5.90195054135429e-07,5.90195054135429e-07,5.90195054135429e-07,8.507070302966529e-11,1.0642161397595438e-09,6.471379569836065e-09,5.90195054135429e-07,2.3496089080637652e-08,5.901950541354289e-08,5.90195054135429e-07,5.90195054135429e-07,5.90195054135429e-07,5.90195054135429e-07,5.90195054135429e-07,5.90195054135429e-07,5.90195054135429e-07,5.90195054135429e-07,5.90195054135429e-07,5.90195054135429e-07,5.90195054135429e-07,5.90195054135429e-07,5.901950541354289e-07
p38_macrophage,0.0012825558771893853,,1.8959416293921512e-07,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.00036194884409916633,0.00036194884409916633,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,1.4071450180540958e-05,5.106244374230866e-05,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.00012825558771893854,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853,0.0012825558771893853
NFKB_macrophage,0.005946670162337714,,0.005946670162337714,8.773038006570757e-07,1.0801616549269913e-05,6.53148713811791e-05,0.0002367993322153456,0.005946670162337714,0.005946670162337714,0.005946670162337714,0.005946670162337714,0.005946670162337714,0.005946670162337714,0.005946670162337714,0.005946670162337714,0.005946670162337714,0.005946670162337714,0.005946670162337714,0.005946670162337714,0.005946670162337714,0.005946670162337714,0.0005946670162337713,0.005946670162337714,0.005946670162337714,0.005946670162337714,0.005946670162337714,0.005946670162337714,0.005946670162337714,0.005946670162337714,0.005946670162337714,0.005946670162337714,0.005946670162337714,0.005946670162337714
IL10mRNA,1.0128851558829084e-07,,3.1160063828587406e-15,1.0128851558829084e-07,1.0128851558829084e-07,1.0128851558829084e-07,1.0128851558829084e-07,8.422211816002455e-09,8.422211816002455e-09,1.0128851558829084e-07,1.0128851558829084e-07,1.0128851558829084e-07,1.0128851558829084e-07,1.0128851558829084e-07,1.4598704081236653e-11,1.8263787242678708e-10,1.0128851558829084e-07,4.032368543879527e-09,1.0128851558829084e-07,1.0128851558829084e-07,1.1106093635849377e-09,1.0128851558829084e-07,1.0128851558829083e-08,1.0128851558829084e-07,1.0128851558829084e-07,1.0128851558829084e-07,1.0128851558829084e-07,1.0128851558829084e-07,1.0128851558829084e-07,1.0128851558829084e-07,1.0128851558829084e-07,1.0128851558829084e-07,1.0128851558829085e-07
IL1mRNA,0.0007077865447957037,,0.0007077865447957037,3.062809302215365e-09,1.0296832885141561e-07,1.279114469469018e-06,7.763479816847699e-06,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,2.817832950230946e-05,0.0007077865447957037,7.077865447957038e-05,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037
IL6mRNA,0.0007077865447957037,,0.0007077865447957037,3.062809302215365e-09,1.0296832885141561e-07,1.279114469469018e-06,7.763479816847699e-06,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,2.817832950230946e-05,0.0007077865447957037,0.0007077865447957037,7.077865447957038e-05,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037
TNFamRNA,0.0007077865447957037,,0.0007077865447957037,3.062809302215365e-09,1.0296832885141561e-07,1.279114469469018e-06,7.763479816847699e-06,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,2.817832950230946e-05,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,7.077865447957038e-05,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037,0.0007077865447957037
IL1_macrophage,0.9999545997530014,,0.9999545997530032,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.9999545997530032,0.9999545997530032,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.9999545997530032,0.9999545997530032,0.9999545997530014,0.9999545997530032,0.9999545997530014,0.9999545997530014,0.9999545997530032,0.9999545997530014,0.9999545997530032,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.09999545997530014,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.999954599753003
IL1_extracellular,0.99935720077904,,0.9993572007790406,0.99935720077904,0.99935720077904,0.99935720077904,0.99935720077904,0.9993572007790406,0.9993572007790406,0.99935720077904,0.99935720077904,0.99935720077904,0.99935720077904,0.99935720077904,0.9993572007790406,0.9993572007790406,0.99935720077904,0.9993572007790406,0.99935720077904,0.99935720077904,0.9993572007790406,0.99935720077904,0.9993572007790406,0.99935720077904,0.99935720077904,0.99935720077904,0.04148134175797153,0.09993572007790402,0.99935720077904,0.99935720077904,0.99935720077904,0.99935720077904,0.9993572007790407
IL6_macrophage,0.9999545997530014,,0.9999545997530032,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.9999545997530032,0.9999545997530032,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.9999545997530032,0.9999545997530032,0.9999545997530014,0.9999545997530032,0.9999545997530014,0.9999545997530014,0.9999545997530032,0.9999545997530014,0.9999545997530032,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.09999545997530014,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.999954599753003
IL6_extracellular,0.99935720077904,,0.9993572007790406,0.99935720077904,0.99935720077904,0.99935720077904,0.99935720077904,0.9993572007790406,0.9993572007790406,0.99935720077904,0.99935720077904,0.99935720077904,0.99935720077904,0.99935720077904,0.9993572007790406,0.9993572007790406,0.99935720077904,0.9993572007790406,0.99935720077904,0.99935720077904,0.9993572007790406,0.99935720077904,0.9993572007790406,0.99935720077904,0.99935720077904,0.99935720077904,0.99935720077904,0.99935720077904,0.04148134175797153,0.09993572007790402,0.99935720077904,0.99935720077904,0.9993572007790407
TNFa_macrophage,0.9999545997530014,,0.9999545997530032,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.9999545997530032,0.9999545997530032,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.9999545997530032,0.9999545997530032,0.9999545997530014,0.9999545997530032,0.9999545997530014,0.9999545997530014,0.9999545997530032,0.9999545997530014,0.9999545997530032,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.9999545997530014,0.09999545997530014,0.9999545997530014,0.999954599753003
TNFa_extracellular,0.99935720077904,,0.9993572007790406,0.99935720077904,0.99935720077904,0.99935720077904,0.99935720077904,0.9993572007790406,0.9993572007790406,0.99935720077904,0.99935720077904,0.99935720077904,0.99935720077904,0.99935720077904,0.9993572007790406,0.9993572007790406,0.99935720077904,0.9993572007790406,0.99935720077904,0.99935720077904,0.9993572007790406,0.99935720077904,0.9993572007790406,0.99935720077904,0.99935720077904,0.99935720077904,0.99935720077904,0.99935720077904,0.99935720077904,0.99935720077904,0.04148134175797153,0.09993572007790402,0.9993572007790407
IL10,6.491857376331778e-11,,1.968279256119021e-21,6.491857376331778e-11,6.491857376331778e-11,6.491857376331778e-11,6.491857376331778e-11,1.9912159699001e-12,1.9912159699001e-12,6.491857376331778e-11,6.491857376331778e-11,6.491857376331778e-11,6.491857376331778e-11,6.491857376331778e-11,2.7200367238501683e-16,9.349875206783512e-15,6.491857376331778e-11,7.118180263014356e-13,6.491857376331778e-11,6.491857376331778e-11,1.1704968141356104e-13,6.491857376331778e-11,2.5844549717395497e-12,6.491857376331778e-11,6.491857376331778e-11,6.491857376331778e-11,6.491857376331778e-11,6.491857376331778e-11,6.491857376331778e-11,6.491857376331778e-11,6.491857376331778e-11,6.491857376331778e-11,6.491857376331779e-12
